,title,voice,author,publish,genre
672,[커뮤니케이션이해총서]커뮤니케이션 핵심 이론,정인숙,정인숙,커뮤니케이션북스,오디오북스
673,[커뮤니케이션이해총서]스피치,백미숙,백미숙,커뮤니케이션북스,오디오북스
674,[커뮤니케이션이해총서]미디어사회학,서명준,서명준,커뮤니케이션북스,오디오북스
675,[커뮤니케이션이해총서]글로벌 미디어와 문화경계,최은경,최은경,커뮤니케이션북스,오디오북스
676,[커뮤니케이션이해총서]디지털 게임이란 무엇인가,전경란,전경란,커뮤니케이션북스,오디오북스
677,[커뮤니케이션이해총서]영화적 순간,최인규,최인규,커뮤니케이션북스,오디오북스
678,[커뮤니케이션이해총서]시나리오 쓰기,송낙원,송낙원,커뮤니케이션북스,오디오북스
679,[커뮤니케이션이해총서]아이디어 발상법,김병희,김병희,커뮤니케이션북스,오디오북스
680,[커뮤니케이션이해총서]PR 직업,김찬석 외,"김찬석, 이완수, 정나영",커뮤니케이션북스,오디오북스
681,[커뮤니케이션이해총서]사실적 텔레비전과 방송 편성 문화,최은경,최은경,커뮤니케이션북스,오디오북스
682,[커뮤니케이션이해총서]디지털 사진과 커뮤니케이션,안경민,안경민,커뮤니케이션북스,오디오북스
683,[커뮤니케이션이해총서]플랫폼이란 무엇인가,노규성,노규성,커뮤니케이션북스,오디오북스
684,[커뮤니케이션이해총서]스포츠 프로모션,이재우,이재우,커뮤니케이션북스,오디오북스
685,[커뮤니케이션이해총서]파워 콘텐츠 공식,양성희,양성희,커뮤니케이션북스,오디오북스
686,[커뮤니케이션이해총서]글로벌 PR,이유나,이유나,커뮤니케이션북스,오디오북스
687,[커뮤니케이션이해총서]광고 카피라이팅,김병희,김병희,커뮤니케이션북스,오디오북스
688,[커뮤니케이션이해총서]AE와 광고 프레젠테이션,최원주,최원주,커뮤니케이션북스,오디오북스
689,[커뮤니케이션이해총서]인터넷 표현의 자유,박아란,박아란,커뮤니케이션북스,오디오북스
690,[커뮤니케이션이해총서]다큐멘터리,차민철,차민철,커뮤니케이션북스,오디오북스
691,[커뮤니케이션이해총서]브랜드 커뮤니케이션,최원주,최원주,커뮤니케이션북스,오디오북스
692,[커뮤니케이션이해총서]노인과 미디어,홍명신,홍명신,커뮤니케이션북스,오디오북스
693,[커뮤니케이션이해총서]실감 미디어,정회경,"정회경, 오창희",커뮤니케이션북스,오디오북스
694,[커뮤니케이션이해총서]영화 연출,송낙원,송낙원,커뮤니케이션북스,오디오북스
695,[커뮤니케이션이해총서]추리소설 잘 쓰는 공식,이상우,이상우,커뮤니케이션북스,오디오북스
696,[커뮤니케이션이해총서]라디오 직업,김승월,김승월,커뮤니케이션북스,오디오북스
697,[커뮤니케이션이해총서]광고 심의 체계,조재영,조재영,커뮤니케이션북스,오디오북스
698,[커뮤니케이션이해총서]한국 영화 정책과 산업,김미현,김미현,커뮤니케이션북스,오디오북스
699,[커뮤니케이션이해총서]영화의 이해,민경원,민경원,커뮤니케이션북스,오디오북스
700,[커뮤니케이션이해총서]마케팅 PR 전략과 사례,신호창,신호창,커뮤니케이션북스,오디오북스
701,[커뮤니케이션이해총서]영화 의상,김유선,김유선,커뮤니케이션북스,오디오북스
702,[커뮤니케이션이해총서]정보자본주의,백욱인,백욱인,커뮤니케이션북스,오디오북스
703,[커뮤니케이션이해총서]휴머니타스 테크놀로지,신동희,신동희,커뮤니케이션북스,오디오북스
704,[커뮤니케이션이해총서]사내 커뮤니케이션,신호창,신호창,커뮤니케이션북스,오디오북스
705,[커뮤니케이션이해총서]뮤지컬,원종원,원종원,커뮤니케이션북스,오디오북스
706,[커뮤니케이션이해총서]아나운서,김상준,김상준,커뮤니케이션북스,오디오북스
707,[커뮤니케이션이해총서]빅데이터,정용찬,정용찬,커뮤니케이션북스,오디오북스
708,[커뮤니케이션이해총서]성우,"배한성, 서혜정, 문선희, 김희선, 조예신, 박형욱",배한성 서혜정 박형욱 조예신 문선희 김희선,커뮤니케이션북스,오디오북스
709,[커뮤니케이션이해총서]텔레비전 프로그램 기법,이영돈,이영돈,커뮤니케이션북스,오디오북스
710,[커뮤니케이션이해총서]PR 커뮤니케이션 이론의 진화,김영욱,김영욱,커뮤니케이션북스,오디오북스
711,[커뮤니케이션이해총서]뉴미디어 이론,이재현,이재현,커뮤니케이션북스,오디오북스
712,빨강머리 앤 : 에이번리 이야기,이지혜,루시 모드 몽고메리,커뮤니케이션북스,오디오북스
713,[세계환상문학선] 카프카의 환상문학선,"윤인조,윤대홍,박창순,윤석현,장승연,최영도",프란츠 카프카,커뮤니케이션북스 &　 　　　바다출판사,오디오북스
714,[세계환상문학선] 만리장성을 쌓을 때,박창순,프란츠 카프카,커뮤니케이션북스 &　 　　　바다출판사,오디오북스
715,[세계환상문학선] 학술원에 드리는 보고,최영도,프란츠 카프카,커뮤니케이션북스 &　 　　　바다출판사,오디오북스
716,[세계환상문학선] 독수리,"윤인조,윤대홍",프란츠 카프카,커뮤니케이션북스 &　 　　　바다출판사,오디오북스
717,[세계환상문학선] 단식 광대,"윤인조,박창순,윤석현",프란츠 카프카,커뮤니케이션북스 &　 　　　바다출판사,오디오북스
718,[세계환상문학선] 오스카 와일드의 환상문학선,"김수진,김원정,박창순,신안진,윤대홍,윤인조,장승연,최영도",오스카 와일드,커뮤니케이션북스 &　 　　　바다출판사,오디오북스
719,[세계환상문학선] 캔터빌 유령,"장승연,박창순,신안진,윤대홍,김원정",오스카 와일드,커뮤니케이션북스 &　 　　　바다출판사,오디오북스
720,[세계환상문학선] 아서 새빌 경의 범죄,"윤인조,박창순,최영도,장승연",오스카 와일드,커뮤니케이션북스 &　 　　　바다출판사,오디오북스
721,[세계환상문학걸작선] 행복한 왕자,신안진,오스카 와일드,커뮤니케이션북스 &　 　　　바다출판사,오디오북스
722,빨강머리 앤 : 초록지붕 집 이야기,이지혜,"루시 모드 몽고메리, 엄진현(옮긴이)",커뮤니케이션북스,오디오북스
723,"100인의 배우, 우리 문학을 읽다",100인의 배우,,커뮤니케이션북스,오디오북스
724,길해연이 읽는 양귀자의 원미동 시인,길해연,양귀자,커뮤니케이션북스,오디오북스
725,정재진이 읽는 최일남의 흐르는 북,정재진,최일남,커뮤니케이션북스,오디오북스
726,성병숙이 읽는 이창동의 소지,성병숙,이창동,커뮤니케이션북스,오디오북스
727,윤상화가 읽는 윤정모의 밤길,윤상화,윤정모,커뮤니케이션북스,오디오북스
728,박호산이 읽는 김영현의 깊은 강은 멀리 흐른다,박호산,김영현,커뮤니케이션북스,오디오북스
729,이호성이 읽는 윤후명의 누란의 사랑,이호성,윤후명,커뮤니케이션북스,오디오북스
730,윤정섭이 읽는 최수철의 공중누각,윤정섭,최수철,커뮤니케이션북스,오디오북스
731,신현종·전국향이 읽는 임철우의 사평역,신현종·전국향,임철우,커뮤니케이션북스,오디오북스
732,김지숙이 읽는 서영은의 먼 그대,김지숙,서영은,커뮤니케이션북스,오디오북스
733,장영남이 읽는 김성동의 오막살이 집 한 채,장영남,김성동,커뮤니케이션북스,오디오북스
734,박상종이 읽는 현길언의 우리들의 조부님,박상종,현길언,커뮤니케이션북스,오디오북스
735,신안진이 읽는 이문열의 필론과 돼지,신안진,이문열,커뮤니케이션북스,오디오북스
736,김호영이 읽는 전상국의 우상의 눈물,김호영,전상국,커뮤니케이션북스,오디오북스
737,우현주가 읽는 김채원의 초록빛 모자,우현주,김채원,커뮤니케이션북스,오디오북스
738,전현아가 읽는 오정희의 중국인 거리,전현아,오정희,커뮤니케이션북스,오디오북스
739,전무송이 읽는 문순태의 징 소리,전무송,문순태,커뮤니케이션북스,오디오북스
740,문소리가 읽는 송기숙의 몽기미 풍경,문소리,송기숙,커뮤니케이션북스,오디오북스
741,최주봉이 읽는 이문구의 우리 동네 김씨,최주봉,이문구,커뮤니케이션북스,오디오북스
742,양손프로젝트가 읽는 조세희의 난장이가 쏘아올린 작은 공,양손프로젝트,조세희,커뮤니케이션북스,오디오북스
743,지춘성이 읽는 김주영의 도둑 견습,지춘성,김주영,커뮤니케이션북스,오디오북스
744,조재윤이 읽는 박범신의 토끼와 잠수함,조재윤,박범신,커뮤니케이션북스,오디오북스
745,김성녀가 읽는 황석영의 삼포 가는 길,김성녀,황석영,커뮤니케이션북스,오디오북스
746,손봉숙이 읽는 조선작의 영자의 전성시대,손봉숙,조선작,커뮤니케이션북스,오디오북스
747,장용철이 읽는 김원일의 어둠의 혼,장용철,김원일,커뮤니케이션북스,오디오북스
748,남기애가 읽는 박완서의 세상에서 제일 무거운 틀니,남기애,박완서,커뮤니케이션북스,오디오북스
749,김뢰하가 읽는 한수산의 사월의 끝,김뢰하,한수산,커뮤니케이션북스,오디오북스
750,양준모가 읽는 조해일의 뿔,양준모,조해일,커뮤니케이션북스,오디오북스
751,김의성이 읽는 최인호의 타인의 방,김의성,최인호,커뮤니케이션북스,오디오북스
752,고수희가 읽는 윤흥길의 황혼의 집,고수희,윤흥길,커뮤니케이션북스,오디오북스
753,이지하가 읽는 이제하의 유자약전,이지하,이제하,커뮤니케이션북스,오디오북스
754,황영희가 읽는 한승원의 목선,황영희,한승원,커뮤니케이션북스,오디오북스
755,이종혁이 읽는 박태순의 무너진 극장,이종혁,박태순,커뮤니케이션북스,오디오북스
756,박기륭이 읽는 서정인의 강,박기륭,서정인,커뮤니케이션북스,오디오북스
757,김진태가 읽는 천승세의 포대령,김진태,천승세,커뮤니케이션북스,오디오북스
758,최정원이 읽는 이동하의 인동,최정원,이동하,커뮤니케이션북스,오디오북스
759,박윤희가 읽는 이청준의 병신과 머저리,박윤희,이청준,커뮤니케이션북스,오디오북스
760,하성광이 읽는 남정현의 분지,하성광,남정현,커뮤니케이션북스,오디오북스
761,박상원이 읽는 김승옥의 무진기행,박상원,김승옥,커뮤니케이션북스,오디오북스
762,박용수가 읽는 전광용의 꺼삐딴 리,박용수,전광용,커뮤니케이션북스,오디오북스
763,이건명이 읽는 이호철의 판문점,이건명,이호철,커뮤니케이션북스,오디오북스
764,서태화가 읽는 최인훈의 그레이구락부 전말기,서태화,최인훈,커뮤니케이션북스,오디오북스
765,최민식이 읽는 이범선의 오발탄,최민식,이범선,커뮤니케이션북스,오디오북스
766,서이숙이 읽는 박경리의 암흑시대,서이숙,박경리,커뮤니케이션북스,오디오북스
767,배해선이 읽는 송병수의 쑈리 킴,배해선,송병수,커뮤니케이션북스,오디오북스
768,기주봉이 읽는 하근찬의 수난이대,기주봉,하근찬,커뮤니케이션북스,오디오북스
769,전국환이 읽는 정한숙의 전황당인보기,전국환,정한숙,커뮤니케이션북스,오디오북스
770,조성하가 읽는 장용학의 요한 시집,조성하,장용학,커뮤니케이션북스,오디오북스
771,김지성이 읽는 오영수의 갯마을,김지성,오영수,커뮤니케이션북스,오디오북스
772,예수정이 읽는 손창섭의 비 오는 날,예수정,손창섭,커뮤니케이션북스,오디오북스
773,유인촌이 읽는 안수길의 제3인간형,유인촌,안수길,커뮤니케이션북스,오디오북스
774,윤주상이 읽는 황순원의 목넘이 마을의 개,윤주상,황순원,커뮤니케이션북스,오디오북스
775,이대연이 읽는 안회남의 불,이대연,안회남,커뮤니케이션북스,오디오북스
776,박희순이 읽는 지하련의 도정,박희순,지하련,커뮤니케이션북스,오디오북스
777,정은표가 읽는 이근영의 고향사람들,정은표,이근영,커뮤니케이션북스,오디오북스
778,양미경이 읽는 박종화의 아랑의 정조,양미경,박종화,커뮤니케이션북스,오디오북스
779,김호정이 읽는 김남천의 경영,김호정,김남천,커뮤니케이션북스,오디오북스
780,정상철이 읽는 이무영의 제일과 제일장,정상철,이무영,커뮤니케이션북스,오디오북스
781,박지일이 읽는 최명익의 심문,박지일,최명익,커뮤니케이션북스,오디오북스
782,박건형이 읽는 김사량의 빛 속에,박건형,김사량,커뮤니케이션북스,오디오북스
783,지현준이 읽는 이광수의 무명,지현준,이광수,커뮤니케이션북스,오디오북스
784,박옥출이 읽는 한설야의 이녕,박옥출,한설야,커뮤니케이션북스,오디오북스
785,박웅이 읽는 유진오의 창랑정기,박웅,유진오,커뮤니케이션북스,오디오북스
786,허윤정이 읽는 현덕의 남생이,허윤정,현덕,커뮤니케이션북스,오디오북스
787,정수영이 읽는 최정희의 흉가,정수영,최정희,커뮤니케이션북스,오디오북스
788,예지원이 읽는 정비석의 성황당,예지원,정비석,커뮤니케이션북스,오디오북스
789,안재욱이 읽는 유항림의 마권,안재욱,유항림,커뮤니케이션북스,오디오북스
790,이호재가 읽는 이북명의 답싸리,이호재,이북명,커뮤니케이션북스,오디오북스
791,김은석이 읽는 허준의 탁류,김은석,허준,커뮤니케이션북스,오디오북스
792,오지혜가 읽는 강경애의 지하촌,오지혜,강경애,커뮤니케이션북스,오디오북스
793,손병호가 읽는 김정한의 사하촌,손병호,김정한,커뮤니케이션북스,오디오북스
794,백지원이 읽는 김동리의 무녀도,백지원,김동리,커뮤니케이션북스,오디오북스
795,김명곤이 읽는 이효석의 모밀꽃 필 무렵,김명곤,이효석,커뮤니케이션북스,오디오북스
796,송승환이 읽는 이상의 날개,송승환,이상,커뮤니케이션북스,오디오북스
797,맹봉학이 읽는 박화성의 고향 없는 사람들,맹봉학,박화성,커뮤니케이션북스,오디오북스
798,이희준이 읽는 김유정의 동백꽃,이희준,김유정,커뮤니케이션북스,오디오북스
799,김영민이 읽는 현경준의 탁류,김영민,현경준,커뮤니케이션북스,오디오북스
800,이지혜가 읽는 주요섭의 사랑손님과 어머니,이지혜,주요섭,커뮤니케이션북스,오디오북스
801,강부자가 읽는 계용묵의 백치 아다다,강부자,계용묵,커뮤니케이션북스,오디오북스
802,남명렬이 읽는 최인준의 암류,남명렬,최인준,커뮤니케이션북스,오디오북스
803,문성근이 읽는 박태원의 소설가 구보 씨의 일일,문성근,박태원,커뮤니케이션북스,오디오북스
804,안석환이 읽는 채만식의 레디메이드 인생,안석환,채만식,커뮤니케이션북스,오디오북스
805,원근희가 읽는 이기영의 서화,원근희,이기영,커뮤니케이션북스,오디오북스
806,김명기가 읽는 이태준의 달밤,김명기,이태준,커뮤니케이션북스,오디오북스
807,손숙이 읽는 백신애의 꺼래이,손숙,백신애,커뮤니케이션북스,오디오북스
808,김명국이 읽는 엄흥섭의 흘러간 마을,김명국,엄흥섭,커뮤니케이션북스,오디오북스
809,송일국이 읽는 송영의 석공조합대표,송일국,송영,커뮤니케이션북스,오디오북스
810,이주원이 읽는 조명희의 낙동강,이주원,조명희,커뮤니케이션북스,오디오북스
811,박정자가 읽는 김명순의 나는 사랑한다,박정자,김명순,커뮤니케이션북스,오디오북스
812,강신일이 읽는 최서해의 탈출기,강신일,최서해,커뮤니케이션북스,오디오북스
813,엄효섭이 읽는 이익상의 흙의 세례,엄효섭,이익상,커뮤니케이션북스,오디오북스
814,심양홍이 읽는 전영택의 화수분,심양홍,전영택,커뮤니케이션북스,오디오북스
815,정진영이 읽는 김기진의 젊은 이상주의자의 사,정진영,김기진,커뮤니케이션북스,오디오북스
816,권해효가 읽는 방인근의 자동차 운전수,권해효,방인근,커뮤니케이션북스,오디오북스
817,명계남이 읽는 박영희의 사냥개,명계남,박영희,커뮤니케이션북스,오디오북스
818,성지루가 읽는 나도향의 벙어리 삼룡이,성지루,나도향,커뮤니케이션북스,오디오북스
819,양희경이 읽는 염상섭의 전화,양희경,염상섭,커뮤니케이션북스,오디오북스
820,정보석이 읽는 임노월의 악마의 사랑,정보석,임노월,커뮤니케이션북스,오디오북스
821,이원승이 읽는 현진건의 운수 좋은 날,이원승,현진건,커뮤니케이션북스,오디오북스
822,정동환이 읽는 김동인의 배따라기,정동환,김동인,커뮤니케이션북스,오디오북스
823,윤석화가 읽는 나혜석의 경희,윤석화,나혜석,커뮤니케이션북스,오디오북스
824,스몰빅,인공지능성우 타입캐스트,제프 헤이든,리더스북,자기계발
825,정조의 말,장병관,정창권,이다북스,자기계발
826,나는 왠지 대박날 것만 같아!,손정현,손정현,이은북,자기계발
827,첫마디를 행운에 맡기지 마라,,최정화,리더스북,자기계발
828,데일 카네기 인간관계론,민승우,데일 카네기,현대지성,자기계발
829,당신은 더 좋은 회사를 다닐 자격이 있다,인공지능으로 감성을 말하는 AI음성합성 엔진 타입캐스트,김나이,(주)대교,자기계발
830,돌봄의 기술,장한빛,김유비,규장,자기계발
831,대한민국 페미니스트의 고백,"김단,김서영 외 25명",김서영 외 25명,이프북스,자기계발
832,딜리트,,김유열,쌤앤파커스,자기계발
833,최고의 팀은 무엇이 다른가,이동현,대니얼 코일,웅진지식하우스,자기계발
834,일 잘하는 사람은 단순하게 합니다,"전해리,이승준",박소연,더퀘스트,자기계발
835,초등 감정 사용법,,한혜원,생각정원,자기계발
836,SC제일은행 착한도서관프로젝트[시즌8],,SC제일은행,SC제일은행,자기계발
837,신경 끄기의 기술 (완독),이민규,"마크 맨슨 지음,한재호 옮김",갤리온,자기계발
838,신경 끄기의 기술 (요약),진양욱,"마크 맨슨 지음,한재호 옮김",갤리온,자기계발
839,한마디면 충분하다,,장문정,쌤앤파커스,자기계발
840,1등은 당신처럼 공부하지 않았다,,김도윤,쌤앤파커스,자기계발
841,소리없이 승리하는 법,임승민,주희진,와미디어,자기계발
842,질문지능,,아이작 유,팟빵북스,자기계발
843,증발 : 모바일 경제를 관통하는 핵심 원리,윤동기,로버트 터섹,커뮤니케이션북스,자기계발
844,서비스직으로 먹고살기,정상은,이보옥,왓북,자기계발
845,영상번역가로 변신한 정역씨,김명철,최시영,왓북,자기계발
846,통역사로 먹고살기,정상은,박지영,왓북,자기계발
847,여행작가로 먹고살기,김명철,임효정,왓북,자기계발
848,편의점으로 먹고살기,김명철,한상우,왓북,자기계발
849,영상번역가로 먹고살기,정상은,최시영,왓북,자기계발
850,인생가게로 먹고살기,김명철,김도현,왓북,자기계발
851,출판번역가로 먹고살기,정상은,김명철,왓북,자기계발
852,해외영업으로 먹고살기,김명철,노정엽,왓북,자기계발
853,속기사로 먹고살기,정상은,손효진,왓북,자기계발
854,취업 99℃,이석훈,열린진로취업커뮤니티,푸른영토,자기계발
855,자투리 시간 독서법,박민기,허동욱,위닝북스,자기계발
856,리더 반성문,김경일,정영학,더난출판사,경제경영
857,명동 부자들,"나성지,정승운",고미숙,더난출판사,경제경영
858,나의 월급 독립 프로젝트,,유목민,리더스북,경제경영
859,김광석의 더블 딥 시나리오: 긴급 수정경제 전망,김광석,김광석,지식노마드,경제경영
860,경제 읽어주는 남자 김광석의 2020년 경제전망,김광석,김광석,(주)팟빵,경제경영
861,경제 읽어주는 남자 김광석의 [디지털 경제의 미래],,김광석,(주)팟빵,경제경영
862,아마존 vs. 구글 미래 전쟁,"이가희,강정우",강정우,시크릿하우스,경제경영
863,넛지 (완독),조영철,"리차드 탈러,캐스 선스타인,안진환 옮김",리더스북,경제경영
864,사람의 힘 (요약),장병관,윤석금,리더스북,경제경영
865,시골 카페에서 경영을 찾다,"은정,김용식,장병관",다카이 나오유키,(주)도서출판 길벗,경제경영
866,모두 거짓말을 한다,장병관,세스 스티븐스 다비도위츠,더퀘스트,경제경영
867,퇴사준비생의 런던,하나리,이동진 외,트레블코드,경제경영
868,4차 산업혁명 시대에 살아남기,유경선,김지연,페이퍼로드,경제경영
869,문재인노믹스,박민기,매일경제경제부,매일경제신문사,경제경영
870,당신의 직업이 사라진다,최대한,"데이비드서,이선",세종서적(주),경제경영
871,사랑받는 아빠는 소통법이 다르다,이도형,신우석,서사원 주식회사,인문교양
872,엄마의 글쓰기,임창호,권귀헌,서사원 주식회사,인문교양
873,자유론,이승준,존 스튜어트 밀,현대지성,인문교양
874,아리스토텔레스 수사학,김도담,아리스토텔레스,현대지성,인문교양
875,공리주의,김용석,존 스튜어트 밀,현대지성,인문교양
876,잠자리 대화의 기적,이예은,김동화,서사원 주식회사,인문교양
877,순례자들의 합창,이승원,전효숙,소통,인문교양
878,기분이 태도가 되지 않게,조성희,레몬심리,갤리온,인문교양
879,말씀대로 말하라,주보라,손기철,규장,인문교양
880,유진 피터슨의 첫 번째 어린이 성경(신약),장희은,유진 피터슨 (Eugene H. Peterson),넥서스CROSS,인문교양
881,유진 피터슨의 첫 번째 어린이 성경(구약),장희은,유진 피터슨 (Eugene H. Peterson),넥서스CROSS,인문교양
882,이렇게 맛있는 철학이라니,향기,오수민,넥서스BOOKS,인문교양
883,묵묵,유석,고병권,(주)돌베개,인문교양
884,고추장 작은 단지를 보내니,문관일,"박지원 저,박희병 역",(주)돌베개,인문교양
885,모든 죽음에는 이유가 있다,이민규,강신몽,이다북스,인문교양
886,미치도록 잡고 싶다,장희문,정락인,이다북스,인문교양
887,톨스토이 고백록,이인석,레프 톨스토이,현대지성,인문교양
888,가치를 만드는 사람들,이승혁,진희선,인사이트브리즈,인문교양
889,다시는 그전으로 돌아가지 않을 것이다,최연우,권김현영,(주)휴머니스트출판그룹,인문교양
890,상처받지 않고 끝까지 사랑하기,신송이,유은정,규장,인문교양
891,그 집 아들 독서법,이현지,이지연,블루무스,인문교양
892,명상록,신찬혁,마르쿠스 아우렐리우스,현대지성,인문교양
893,증언,신송이,김길,규장,인문교양
894,바보 엄마,신송이,권미나,규장,인문교양
895,하나님의 선물,신송이,햇살콩(김나단x김연선),규장,인문교양
896,지키는 기도,장한빛,송준기,규장,인문교양
897,나는 같이 살기로 했다,신송이,한근영,규장,인문교양
898,"스토리텔링 성경 - 열왕기 상,하",정재빈,"김영진,강정훈,천종수",(주)성서원,인문교양
899,스토리텔링 성경 - 신명기,,"김영진,강정훈,천종수",(주)성서원,인문교양
900,"스토리텔링 성경 - 사무엘 상,하",정재빈,"김영진,강정훈,천종수",(주)성서원,인문교양
901,스토리텔링 성경 - 민수기,,"김영진,강정훈,천종수",(주)성서원,인문교양
902,부활,장한빛,"이용규,김상철",규장,인문교양
903,네가 나의 영광을 짓밟았다!,신송이,최요나,규장,인문교양
904,한 시간 기도,장희은,유기성,규장,인문교양
905,세계는 왜 싸우는가,김영미,김영미,(주)김영사,인문교양
906,군주론,인공지능성우 타입캐스트,니콜로 마키아벨리,펭귄클래식,인문교양
907,영리한 아이가 위험하다,,에일린 케네디 무어,웅진지식하우스,인문교양
908,고전의 전략 - 손자병법 편,김원중,김원중,(주)휴머니스트출판그룹,인문교양
909,고전의 전략 - 정관정요 편,김원중,김원중,(주)휴머니스트출판그룹,인문교양
910,고전의 전략 - 한비자 편,김원중,김원중,(주)휴머니스트출판그룹,인문교양
911,고전의 전략 - 사기 편,김원중,김원중,(주)휴머니스트출판그룹,인문교양
912,[합본] 고전의 전략,김원중,김원중,(주)휴머니스트출판그룹,인문교양
913,[낭독형] 니체의 인생 강의,이진우,이진우,(주)휴머니스트출판그룹,인문교양
914,열하일기 첫걸음,,박수밀,(주)돌베개,인문교양
915,아이 마음에 상처 주지 않는 습관,박상경,이다랑,(주)도서출판 길벗,인문교양
916,이탈리아 아트 트립,신범식,김현성,더퀘스트,인문교양
917,스토리텔링 성경 - 레위기,,"김영진,강정훈,천종수",(주)성서원,인문교양
918,스토리텔링 성경 - 출애굽기,,"김영진,강정훈,천종수",(주)성서원,인문교양
919,일본산고,최석환,박경리,와미디어,인문교양
920,병든바다 병든지구,김은정,김지하,범우사,인문교양
921,법구경 입문,김은정,박혜경,범우사,인문교양
922,만해 한용운,김은정,임중빈,범우사,인문교양
923,디즈레일리의 생애,안혜령,앙드레모루아,범우사,인문교양
924,단재 신채호 일대기,최석환,임중빈,범우사,인문교양
925,니체의 고독한 방황,최진경,니체,범우사,인문교양
926,흔들어 보기도 하고 거꾸로 쏟아 보기도 하고,신송이,박영선,무근검,인문교양
927,완주자,신송이,다니엘김,규장,인문교양
928,더 이상 내려갈 곳이 없었다,장한빛,홍민기,규장,인문교양
929,나를 변화시킨 일곱가지 질문,장한빛,손석제,규장,인문교양
930,환장할 우리 가족: 정상 가족 판타지를 벗어나 '나'와 '너'의 가족을 위하여,김인영,홍주현,(주)문예출판사,인문교양
931,소크라테스의 변명: 변명•크리톤•파이돈•향연,이찬우,플라톤,(주)문예출판사,인문교양
932,세상에서 믿는 자로 산다는 것,신송이,이찬수,규장,인문교양
933,하나님의 때,장희은,햇살콩 (김나단×김연선),규장,인문교양
934,아파도 미안하지 않습니다,김사라,조한진희(반다),동녘,인문교양
935,[강연형] 니체의 인생 강의,"이진우,김학원,박태근",이진우,(주)휴머니스트출판그룹,인문교양
936,보이지 않는 이야기: 보이는 사람들이 알아두어야 하는 시각장애인 이야기,이승준,조현대,오트르랩,인문교양
937,스토리텔링 성경 - 창세기,,"김영진,강정훈,천종수",(주)성서원,인문교양
938,한눈에 보는 구약 역사,신송이,"강선,서정걸,안성희,윤철규",남포교회출판부,인문교양
939,왕의 재정 1,신송이,김미진,규장,인문교양
940,영화가 나에게 하는 질문들,류현정,원은정,착한책가게,인문교양
941,어른이 되면 괜찮을 줄 알았다,박종석,"박종석,김혜남",쌤앤파커스,인문교양
942,너를 만나 행복해,신송이,임선경,규장,인문교양
943,어쨌거나 잘살고 싶다면 신디의 결혼 수업,"선은혜,이승준",신디,더퀘스트,인문교양
944,하나님 아이로 키워라,신송이,박현숙,규장,인문교양
945,나를 돌보는 시간,신송이,김유비,규장,인문교양
946,어린이 성경 : 알기 쉬운 성경이야기,유진홍,"HENRY A. SHERMAN,CHARLES FOSTER KENT,역자 김형민",왓북,인문교양
947,"오늘, 믿음으로 산다는 것",장한빛,이요셉,규장,인문교양
948,복음으로 산다,신송이,이찬수,규장,인문교양
949,바다로 퇴근하겠습니다,서혜정,미아,생각정원,인문교양
950,왕의 재정 2,신송이,김미진,규장,인문교양
951,하나님의 경영,장한빛,한 홍,규장,인문교양
952,내려놓음 - 내 인생의 가장 행복한 결심,장한빛,이용규,규장,인문교양
953,문장의 온도,진양욱,이덕무,(주)다산북스,인문교양
954,"조선 최고의 문장, 이덕무를 읽다","한정주,김도연",한정주,(주)다산북스,인문교양
955,천자문 인문학,한정주,한정주,(주)다산북스,인문교양
956,서양인의 손자병법,"최시영,김명철","라이오널 자일스,최시영 번역",왓북,인문교양
957,초예측 (완독),"안재영,권태호,원옥화",유발 하라리 외 7인,웅진지식하우스,인문교양
958,청춘의 독서,,유시민,와미디어,인문교양
959,골든아워2,"안재영,조영철,진양욱,권태호,김유림,양여경",이국종,흐름출판사,인문교양
960,골든아워1,"안재영,조영철,진양욱,권태호,김유림,양여경",이국종,흐름출판사,인문교양
961,서른 살이 심리학에게 묻다,안보영,김혜남,갤리온,인문교양
962,메이드 인 블루,안혜경,송추향,와미디어,인문교양
963,나는 왜 기독교인이 아닌가,김은정,버트란드 러셀,범우사,인문교양
964,편안하게 호흡을 합니다,,호랑냥이,팟빵북스,인문교양
965,친애하는 내당신에게,,헤븐,팟빵북스,인문교양
966,직장에서 행복하게 살아남기,,이직스쿨 김영학,팟빵북스,인문교양
967,일하는 엄마의 자존감 공부,김은영,김은영,팟빵북스,인문교양
968,응급실 이야기,최석재,최석재,팟빵북스,인문교양
969,응급실 사용설명서,최석재,최석재,팟빵북스,인문교양
970,"옷, 문학을 품다",김현호,김현호,팟빵북스,인문교양
971,박사논문 엎고 스타일링,최유리,최유리,팟빵북스,인문교양
972,생각 그루터기에 앉아,Kyle Lee,Kyle Lee,팟빵북스,인문교양
973,사랑과 연애와 결혼에 대하여,cyrene,cyrene,팟빵북스,인문교양
974,내게는 아직 어려운 사람 사이,정지은(Jean),정지은(Jean),팟빵북스,인문교양
975,당신이 몰랐던 범죄학자 이야기,범인,범인,팟빵북스,인문교양
976,사기를 읽다,김영수,김영수,유유,인문교양
977,운명이다,"배우 문성근,작가 유시민","노무현,사람사는세상 노무현재단",(주)돌베개,인문교양
978,달려라 논리3,,탁석산,창비,인문교양
979,달려라 논리2,,탁석산,창비,인문교양
980,달려라 논리1,,탁석산,창비,인문교양
981,윤동주 : 순결한 영혼,이석훈,류양선,북페리타,인문교양
